#OTU ID,B3G-01,B3G-13,B3N-10,B3T-08,B3T-20,B3T-32,B3PCR-Blk10,B3G-02,B3G-14,B3N-11,B3T-09,B3T-21,B3T-33,B3T-44,B3G-03,B3G-15,B3N-12,B3T-10,B3T-22,B3T-34,B3Blk-14,B3G-04,B3N-01,B3N-13,B3T-11,B3T-23,B3T-35,B3Blk-15,B3G-05,B3N-02,B3N-14,B3T-12,B3T-24,B3T-36,B3Blk-16,B3G-06,B3N-03,B3T-01,B3T-13,B3T-25,B3T-37,B3Blk-17,B3G-07,B3N-04,B3T-02,B3T-14,B3T-26,B3T-38,B3Blk-18,B3G-08,B3N-05,B3T-03,B3T-15,B3T-27,B3T-39,B3Blk-19,B3G-09,B3N-06,B3T-04,B3T-16,B3T-28,B3T-40,B3Blk-20,B3G-10,B3N-07,B3T-05,B3T-17,B3T-29,B3T-41,B3PCR-Blk11,B3G-11,B3N-08,B3T-06,B3T-18,B3T-30,B3T-42,B3dummy5,B3G-12,B3N-09,B3T-07,B3T-19,B3T-31,B3T-43,B3dummy6,B2G-01,B2G-13,B2N-10,B2T-08,B2T-20,B2T-32,B2PCR-Blk8,B1G-01,B1G-13,B1N-10,B1T-08,B1T-20,B1T-32,B1PCR-Blk1,B2G-02,B2G-14,B2N-11,B2T-09,B2T-21,B2T-33,B2T-44,B1G-02,B1G-14,B1N-11,B1T-09,B1T-21,B1T-33,B1T-44,B2G-03,B2G-15,B2N-12,B2T-10,B2T-22,B2T-34,B2Blk-7,B1G-03,B1G-15,B1N-12,B1T-10,B1T-22,B1T-34,B1Blk-1,B2G-04,B2N-01,B2N-13,B2T-11,B2T-23,B2T-35,B2Blk-8,B1G-04,B1N-01,B1N-13,B1T-11,B1T-23,B1T-35,B1Blk-2,B2G-05,B2N-02,B2N-14,B2T-12,B2T-24,B2T-36,B2Blk-9,B1G-05,B1N-02,B1N-14,B1T-12,B1T-24,B1T-36,B1Blk-3,B2PCR-Blk4,B2N-03,B2T-01,B2T-13,B2T-25,B2T-37,B2Blk-10,B1G-06,B1N-03,B1T-01,B1T-13,B1T-25,B1T-37,B1Blk-4,B2G-07,B2N-04,B2T-02,B2T-14,B2T-26,B2T-38,B2Blk-11,B1G-07,B1N-04,B1T-02,B1T-14,B1T-26,B1T-38,B1Blk-5,B2G-08,B2N-05,B2T-03,B2T-15,B2T-27,B2T-39,B2Blk-12,B1G-08,B1N-05,B1T-03,B1T-15,B1T-27,B1T-39,B1Blk-6,B2G-09,B2N-06,B2T-04,B2T-16,B2T-28,B2PCR-Blk6,B2Blk-13,B1G-09,B1N-06,B1T-04,B1T-16,B1T-28,B1T-40,B1PCR-Blk2,B2G-10,B2N-07,B2T-05,B2T-17,B2PCR-Blk5,B2T-41,BPCR-Blk9,B1G-10,B1N-07,B1T-05,B1T-17,B1T-29,B1T-41,B1PCR-Blk3,B2G-11,B2N-08,B2T-06,B2T-18,B2T-30,B2T-42,B2dummy3,B1G-11,B1N-08,B1T-06,B1T-18,B1T-30,B1T-42,B1dummy1,B2G-12,B2N-09,B2T-07,B2T-19,B2T-31,B2PCR-Blk7,B2dummy4,B1G-12,B1N-09,B1T-07,B1T-19,B1T-31,B1T-43,B1dummy2,Consensus Lineage
ZOTU2834,53,0,0,0,0,0,0,2,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Annelida; c__Clitellata; o__Haplotaxida; f__Tubificidae; g__Potamothrix; s__Potamothrix_bavaricus
ZOTU208,939,4,28,125,0,0,1,1239,61,6,35,0,0,0,1,15,0,53,5,0,2,156,253,0,30,0,0,0,1003,80,1,75,1,0,2,66,18,451,93,0,0,1,3040,7,413,5,0,0,0,689,5,273,0,0,0,0,654,13,701,0,0,0,0,24,0,208,3,0,0,0,1351,1,955,285,1,55,0,24,29,113,0,0,0,0,692,21,4,130,7,0,0,150,1,0,89,0,0,0,578,133,0,12,92,0,0,396,21,0,9,0,2,0,23,9,0,4082,0,0,1,906,0,1,22,6,0,0,251,94,0,55,0,0,0,50,76,0,6,5,0,0,367,16,0,847,0,0,0,243,95,0,47,0,0,0,0,0,795,45,0,0,0,23,0,19,7,0,0,0,59,0,370,3,0,0,1,1,1,266,0,0,0,0,227,3,667,0,1,0,0,275,138,32,0,0,0,0,262,1,1016,0,1,1,1,102,132,86,0,0,0,0,0,1,64,110,0,0,0,5,36,115,1,0,0,0,40,5,243,327,0,4,0,139,127,586,269,0,1,0,0,47,501,50,0,0,0,13,304,15,8,6,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU6299,46,0,0,0,0,62,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,27,0,0,0,0,4,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,12,86,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU1285,133,3,0,4,0,0,1,44,49,0,0,0,0,0,29,2,0,0,4,0,0,95,0,5,0,0,11,0,158,36,0,12,1,0,1,45,0,0,2,0,0,2,6469,0,29,2,0,0,0,11,0,9,0,0,0,0,133,62,62,0,0,0,0,1,1,9,0,0,0,0,111,0,0,0,0,4,0,0,2,0,0,0,0,0,312,1,0,43,19,0,0,504,315,19,928,20,3,0,66,13,0,5,0,1,0,795,19,3,22,0,0,0,4,46,0,0,2,0,0,134,110,2,44,22,0,0,64,0,0,3,0,2,1,1183,94,0,17,83,0,0,155,21,0,0,0,0,2,530,44,0,97,80,0,0,1,12,21,0,0,1,0,353,54,16,132,0,0,1,20,0,14,0,0,0,0,436,39,450,9,0,0,0,68,0,15,0,0,0,0,803,35,83,0,6,0,2,47,1,242,6,0,0,0,474,57,187,0,0,0,0,0,4,0,3,0,8,0,1044,11,92,4,0,0,0,6,1,0,1,0,1,0,992,14,218,57,0,1,0,0,16,0,0,0,0,0,418,63,11,34,1,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU137,41,0,3,0,0,15,0,3,17,0,6,8,0,5,2,0,0,18,0,0,0,9,0,6,8,55,18,0,10,25,42,8,30,0,0,0,3,13,11,0,0,0,582,13,9,31,10,60,0,21,0,7,0,138,0,0,6,0,18,0,46,0,0,16,0,5,20,0,18,0,0,0,1,6,175,11,0,0,20,7,1,6,6,0,0,0,0,6,0,21,0,5,0,66,3,17,9,0,0,6,19,40,0,0,31,1,0,56,0,3,0,37,0,0,0,16620,50,0,0,0,45,27,11,76,1,2,8,43,0,10,8,5,0,41,15,23,128,210,6,0,0,16,140,0,0,2,0,139,25,55,8,192,0,0,0,46,0,39,180,138,0,2,187,3,41,53,0,0,0,15,43,0,0,16,0,1,268,32,33,31,3,1,2,0,0,2,155,0,0,90,28,8,33,342,5,0,15,0,2,7,44,0,0,1,40,4,0,61,0,0,0,0,0,0,0,2,0,63,18,95,10,11,5,2,0,1,0,0,2,0,0,1,8,72,13,0,0,0,0,0,0,1,91,0,0,33,54,77,43,0,5,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU2562,70,29,10,9,399,21,0,134,5,42,9,9,17,0,2,34,23,63,16,2,0,39,151,43,39,113,35,0,59,65,11,13,249,42,1,0,15,29,48,11,10,0,72,46,38,162,14,49,0,6,13,56,8,0,5,0,53,29,53,75,0,31,0,10,0,35,48,0,7,0,39,18,26,71,0,4,0,68,15,57,24,8,0,0,31,13,59,20,53,206,0,16,2,8,0,76,26,1,16,17,70,11,45,46,23,34,4,41,3,32,3,0,0,71,15,1184,19,3,0,15,7,8,9,8,42,3,21,311,13,10,17,74,0,9,2,9,7,23,115,0,22,223,177,93,0,0,0,15,11,56,5,24,445,1,0,11,23,9,16,0,0,1,1,4,14,18,0,1,27,24,9,66,10,49,0,3,5,8,369,35,12,1,6,17,57,87,3,14,0,51,4,17,27,168,191,0,30,0,7,275,2,0,0,6,13,10,53,209,151,23,0,19,48,45,0,78,0,45,0,4,5,0,2,9,3,4,21,128,61,1,0,4,6,62,154,30,1,0,0,53,65,50,62,0,0,18,8,11,14,28,62,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU6436,379,42,91,62,0,0,0,59,7,41,35,1,76,0,196,0,0,55,75,0,0,181,713,4,27,0,0,0,377,112,0,0,0,0,0,18,3,34,0,0,0,0,12,1,0,0,84,0,2,55,10,11,12,1,0,0,224,6,1314,0,0,0,2,20,0,360,80,0,19,0,461,0,162,0,0,0,0,197,64,130,9,17,0,0,140,18,127,248,39,58,0,291,18,0,44,1,73,1,178,57,0,667,1096,45,0,1,9,0,0,17,0,0,0,2,0,830171,4,0,22,69,1,2,2,0,2,4,0,2309,113,629,1547,0,1,1,236,0,4,118,0,0,228,1032,0,3,0,0,3,217,151,0,22,80,0,0,0,0,151,4,1,1,0,17,0,30,0,0,0,0,644,0,330,118,116,0,0,1,0,93,28,3,0,0,12,554,74,19,0,0,0,29,78,318,0,0,0,0,132,13,30,9,50,0,0,137,66,478,0,0,1,0,0,104,458,1147,0,204,0,4,52,0,0,0,0,0,59,9,18,2,0,0,0,98,3,116,44,0,0,0,0,283,43,2041,324,0,0,0,32,147,96,11,1,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU251,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,67,0,0,0,0,1,0,0,0,0,0,0,162,0,19,0,0,0,0,9,5,91,0,0,0,1,0,0,0,0,0,0,0,9159,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU91,39,0,88,0,0,35,0,1,31,369,0,118,0,10,0,123,331,179,4,106,1,69,7,369,122,259,186,1,52,93,313,7,159,0,2,9,67,37,4,26,200,2,348,228,4,69,82,0,0,14,15,7,41,588,76,0,50,17,25,195,207,197,0,47,0,20,3,301,46,0,1,19,13,1,159,7,0,21,4,4,0,19,0,0,0,0,4,8,12,14,0,23,68,99,0,1,424,9,0,21,52,9,9,9,554,1,40,162,23,92,2,665,11,0,6,15122,24,120,0,62,193,96,2,81,375,46,8,5,0,12,9,14,0,100,20,102,35,319,150,0,17,0,0,2,0,84,3,71,54,110,4,354,228,0,0,7,9,2,232,0,0,22,39,29,4,196,28,0,0,0,72,24,1,0,0,6,66,6,15,115,10,2,0,1,0,85,52,9,0,41,39,41,12,882,220,3,8,0,13,35,10,0,0,24,19,11,102,352,255,37,0,4,0,0,0,15,0,458,46,39,11,386,12,8,0,0,3,0,53,0,0,21,12,62,91,207,0,0,0,1,0,3,0,0,0,16,45,25,71,18,42,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__; f__; g__; s__
ZOTU1101,46,0,0,324,0,0,0,1,0,0,26,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,19,1,80,0,0,0,0,0,0,0,151,0,17,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,463,0,0,0,28,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU3233,15,0,0,5,0,0,0,3,1,2,1,0,0,0,4,10,7,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,169,0,0,1,0,0,0,4,0,1,0,0,0,0,10,1,13,7,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU24,247,138,375,89,286,747,0,96,342,562,64,21,848,0,265,565,1205,504,216,226,0,310,2586,840,345,810,1452,3,263,1076,526,375,1699,204,6,353,562,472,704,44,36,2,28345,1040,93,1062,1002,1089,4,165,333,486,1013,491,885,1,151,775,306,735,0,616,1,96,1,620,151,765,654,0,39,272,78,119,1,209,0,707,594,245,48,88,501,0,15,19,342,63,110,723,0,122,180,160,64,630,804,13,0,127,21,58,33,144,0,268,19,60,971,157,14,0,40,28,86,4539,43,465,1,236,70,113,82,886,34,27,253,13,43,29,166,24,0,266,341,150,766,1498,85,1,1,24,191,96,1,182,3,168,221,162,182,2166,68,1,1,56,0,47,6,434,0,224,63,60,158,13,14,2,171,95,5,127,62,597,3,179,293,49,599,105,22,1,0,13,4,843,64,351,3,313,136,293,838,108,186,5,52,2,2,168,174,1,0,100,258,112,1022,66,1073,34,0,32,0,4,0,79,0,385,276,351,76,347,41,38,4,5,73,17,29,3,0,65,151,181,163,2,26,0,0,35,5,7,60,0,0,361,158,408,295,271,85,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__; f__; g__; s__
ZOTU1387,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__Cypriniformes; f__Cyprinidae; g__Gobio; s__Gobio_gobio
ZOTU3136,12,0,0,5,0,49,0,69,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,5,0,0,0,0,0,15,1,0,5,0,0,0,3,0,1,10,0,94,0,5,0,0,0,0,1,0,0,0,0,2,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,29,0,9,0,62,1,0,0,3,44,20,0,5,0,10,9,0,0,0,0,0,10,25,0,0,0,4,0,0,0,1,3,0,0,0,211,8,0,0,0,0,0,4,10,0,5,22,9,0,0,29,0,3,0,13,0,13,2,4,0,0,14,0,0,0,0,0,0,9,0,0,1,7,21,0,0,0,0,0,0,0,5,31,0,5,1,8,6,0,4,0,0,0,0,112,0,0,0,2,1,169,2,0,1,0,0,0,0,0,1,0,0,39,2,8,0,0,117,2,0,0,0,0,0,0,0,11,10,2,10,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,4,10,1,8,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU431,136,0,0,25,0,0,0,1,0,0,20,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,8,0,0,0,0,308,0,20,0,0,0,0,45,0,5,0,0,0,0,27,0,19,0,0,0,0,0,0,45,34,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,136,0,0,7,23,0,0,0,0,0,0,0,0,0,200,0,0,9,8,0,0,5,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,9,394,8,0,0,0,0,0,0,0,0,255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,79,0,0,0,0,0,0,0,0,0,17,4,153,0,0,0,0,0,0,0,0,0,0,0,619,4,51,0,0,0,0,0,0,0,0,0,0,0,1,12,238,48,0,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128,130,3,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU950,520,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,856,3,6,0,0,0,0,0,42,778,0,0,0,0,23,52,2923,0,0,0,1,213,21,390,0,0,0,0,591,19,1906,0,0,0,0,2,0,3050,0,0,0,0,0,1,0,1,0,0,0,0,0,271,0,0,0,0,610,0,0,0,0,0,0,757,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1642,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,633,0,1,0,0,0,0,164,0,0,0,0,0,0,2530,0,0,0,0,5,1,18,0,0,0,0,299,0,59,0,0,0,0,255,0,168,0,0,0,0,0,0,1616,0,0,0,0,1,0,934,0,0,0,0,0,0,1656,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1015,0,0,1,0,0,1,437,9,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__Cypriniformes; f__Cyprinidae; g__Phoxinus; s__Phoxinus_phoxinus
ZOTU22,243,0,0,149,0,0,0,22,777,81,31,0,0,0,3,0,0,530,0,1,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,18,0,0,0,0,1,1,140,0,0,0,0,0,0,0,6,0,0,1,0,35,0,6,0,0,0,157,0,0,0,0,0,0,1,0,0,81,0,0,0,43,0,0,0,0,0,0,0,0,0,54,3,132,0,5,77,0,0,7,0,0,0,0,0,105173,0,0,1,5,0,1,217,1,0,0,0,2,0,0,0,0,1,4,10,0,11,39,0,0,0,0,0,0,0,0,0,144,28,0,0,0,0,0,0,0,177,0,0,0,0,1546,1,25,0,0,0,4,0,0,0,0,12,0,0,7,0,15,0,0,0,0,0,0,25,0,0,0,1,136,9,106,0,0,0,0,12,0,0,1,0,0,0,315,357,39,0,0,0,7,0,6,0,14,0,0,0,0,119,34,22,0,0,0,0,0,14,2,0,0,0,4,285,34,1375,0,0,0,0,0,0,63,56,1,0,1,595,80,24,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU3696,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU5027,12,0,2,5,0,10,0,17,1,1,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,23,13,26,0,0,2,0,83,1,3,6,0,0,0,18,0,4,0,0,1,0,1,0,14,30,0,0,0,3,0,8,0,0,0,0,14,1,331,20,0,14,0,2,1,0,0,0,0,0,11,2,0,72,1,0,0,1,0,0,0,0,0,0,5,3,6,0,3,0,1,0,0,0,2,0,0,0,2,3,0,75,8,0,0,1,0,0,1,5,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,6,1,0,20,0,0,0,3,1,0,0,6,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,16,198,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,2,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU1432,38,148,461,35,748,640,0,710,0,167,72,25,0,145,0,325,418,5,70,13,0,5,267,43,106,1222,84,0,166,128,21,0,205,0,0,83,529,2326,375,12,0,1,17,50,8,38,81,3,0,41,570,669,7,1,185,1,55,260,235,31,0,682,3,92,0,173,20,1,232,0,854,743,135,664,2,42,0,770,572,32,22,0,0,0,0,0,64,1,233,1,0,98,10,182,15,3,239,3,0,0,54,341,0,6,1,22,2,175,28,196,5,2,55,2,73,6628,1,0,1,245,234,287,0,153,0,8,0,3,45,0,62,0,0,13,71,242,2,188,88,0,86,74,18,32,0,0,1,57,275,218,5,113,107,1,0,16,0,127,0,0,0,41,256,9,2,0,0,0,25,0,0,838,0,0,0,63,0,1,13,44,2,1,0,0,0,300,0,10,0,140,185,130,0,99,52,2,0,3,0,488,1,0,0,81,208,145,0,0,446,13,0,0,0,0,0,0,0,87,59,1,18,0,19,15,0,8,87,406,0,34,0,174,26,0,23,0,0,0,0,375,0,10,0,0,0,638,219,5,12,16,6,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU47,11,0,13,7,2,2,1,49,42,47,5,16,462,1,54,14,92,282,120,50,0,147,227,57,39,350,89,0,19,11,138,564,1138,25,5,373,44,983,116,409,8,1,316,53,18,560,123,395,0,120,85,3436,80,14,2287,0,173,107,13,1546,532,805,0,29,0,257,13,224,28,3,10,20,2297,1143,522,0,0,81,0,113,78,58,0,0,18,52,29,16,12,0,0,0,95,49,0,61,0,0,22,2,294,8,34,5,3,3,0,21,12,106,3,0,56,1973,90,4627,2528,1110,2,14,1,6,78,4,17,0,1534,32,69,8,81,115,0,12,78,1,17,141,64,1,4,61,293,143,0,88,6,5,67,5,57,398,0,0,0,1,6,2,74,44,0,155,2,0,0,111,7,0,0,0,1,2031,5,84,1,1,27,0,26,146,1,0,0,1,2,226,87,0,5,0,95,0,58,0,74,0,12,4,25,7212,47,2,1,4,37,13,7,5580,104,19,0,179,3,14,1,10,0,225,19,95,29,4,3,5,0,2,53,259,74,0,0,10,65,2,331,1090,0,0,0,0,18,39,153,0,0,13,489,7,76,9,17,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU7,368,3554,3754,1129,308,1128,1,912,7,4156,2679,113,294,0,2540,8287,588,1549,620,437,8,2491,71,546,1003,1174,1089,2,327,1352,1823,5345,1508,3260,21,0,16,1,887,23,888,12,83757,1284,462,532,477,1720,2,167,501,1,653,1296,542,4,28,546,391,19,162,115,1,1105,4,1,535,3,1095,4,558,343,141,744,3569,1903,0,2975,658,415,61,524,2,0,94,2647,6378,475,211,4503,3,381,181,1730,1372,1115,924,19,3375,0,1380,3240,140,1563,0,2698,8,604,125,580,39,0,2453,3227,2119,465922,498,4274,14,2286,2600,664,219,1274,650,42,1903,0,158,58,2352,684,3,2254,102,217,253,579,695,5,385,246,403,3077,0,2834,32,180,344,782,1340,1698,2642,3,2,0,0,748,2693,400,0,2695,13,92,2657,1564,5,16,2454,3453,1868,1324,297,2407,12,360,1991,619,947,1027,354,14,337,916,0,1132,6275,8814,10,621,651,240,969,1037,943,31,965,52,1,588,2395,2,0,461,1965,211,1081,1447,1,165,22,296,0,39,1,4584,1,2510,1462,774,91,0,287,53,136,112,7126,212,3812,579,0,1063,206,2282,483,581,223,2,0,3354,46,358,1628,3,0,1257,246,127,1765,883,135,1, k__Eukaryota; p__Chordata; c__Actinopteri; o__Salmoniformes; f__Salmonidae; g__Salmo; s__Salmo_trutta
