,Lasker18Sc122_3_D0052_UU,Lasker18Sc122_5_D0053_UU,Lasker18Sc122_17_D0057_UU,Lasker18Sc122_19_D0058_UU,Lasker18Sc123_3_D0063_UU,Lasker18Sc123_5_D0064_UU,Lasker18Sc123_17_D0068_UU,Lasker18Sc123_19_D0069_UU,Lasker18Sc124_3_D0073_UU,Lasker18Sc124_5_D0074_UU,Lasker18Sc124_17_D0078_UU,Lasker18Sc124_19_D0079_UU,Lasker18Sc126_3_D0085_UU,Lasker18Sc126_5_D0086_UU,Lasker18Sc126_17_D0090_UU,Lasker18Sc127_3_D0095_UU,Lasker18Sc127_5_D0096_UU,Lasker18Sc127_17_D0100_UU,Lasker18Sc127_19_D0101_UU,Lasker18Sc128_3_D0105_UU,Lasker18Sc128_7_D0107_UU,Lasker18Sc128_16_D0110_UU,Lasker18Sc128_19_D0111_UU,Lasker18Sc129_3_D0116_UU,Lasker18Sc129_5_D0117_UU,Lasker18Sc129_17_D0121_UU,Lasker18Sc129_19_D0122_UU,Lasker18Sc130_3_D0127_UU,Lasker18Sc130_5_D0128_UU,Lasker18Sc130_17_D0132_UU,Lasker18Sc130_19_D0133_UU,Lasker18Sc132_3_D0137_UU,Lasker18Sc132_5_D0138_UU,Lasker18Sc132_17_D0142_UU,Lasker18Sc132_19_D0143_UU,Lasker18Sc133_3_D0147_UU,Lasker18Sc133_5_D0148_UU,Lasker18Sc133_17_D0152_UU,Lasker18Sc133_19_D0153_UU,Lasker18Sc134_3_D0158_UU,Lasker18Sc134_5_D0159_UU,Lasker18Sc134_17_D0163_UU,Lasker18Sc134_19_D0164_UU,Lasker18Sc135_17_D0173_UU,Lasker18Sc135_19_D0174_UU,Lasker18Sc145_3_D0219_UU,Lasker18Sc145_5_D0220_UU,Lasker18Sc145_17_D0224_UU,Lasker18Sc145_19_D0225_UU,Lasker18Sc150_3_D0229_UU,Lasker18Sc150_5_D0230_UU,Lasker18Sc150_17_D0234_UU,Lasker18Sc150_19_D0235_UU,Lasker18Sc151_3_D0240_UU,Lasker18Sc151_5_D0241_UU,Lasker18Sc151_17_D0245_UU,Lasker18Sc151_19_D0246_UU,Lasker18Sc153_3_D0250_UU,Lasker18Sc153_5_D0251_UU,Lasker18Sc153_17_D0255_UU,Lasker18Sc153_19_D0256_UU,Lasker18Sc154_3_D0260_UU,Lasker18Sc154_5_D0261_UU,Lasker18Sc154_17_D0265_UU,Lasker18Sc154_19_D0266_UU,Lasker18Sc158_3_D0270_UU,Lasker18Sc158_5_D0271_UU,Lasker18Sc158_17_D0275_UU,Lasker18Sc158_19_D0276_UU
ASV_822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,5,7,0,0,499,344,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_823,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,1,15,22,0,0,18,16,0,0,1,9,0,0,99,315,0,0,0,0,0,0,0,0,0,0,0,0,137,81,0,0,0,7,0,0,425,169,0,0,24,2,0,0,14,1,0,0,24,27,0,28,32,25
ASV_824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_825,1,0,6,5,5,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,37,36,3,6,6,1,117,145,107,61,0,0,3,1,0,0,9,5,0,0,0,0,0,0,5,5,0,0,3,0,1,0,9,2,0,0
ASV_826,0,0,3,2,0,0,0,0,0,0,2,0,211,0,0,0,3,371,0,0,0,0,0,0,0,0,0,0,259,2,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_827,53,72,0,0,0,0,0,10,104,206,0,0,6,12,1,7,20,0,0,45,113,0,0,12,14,4,0,14,23,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,14,1,0,0,0,3,0,0,15,2,0,0,6,20,1,0,7,34,18,4,0,9,5,0
ASV_828,0,0,21,32,0,1,0,0,0,0,376,269,0,0,5,0,0,1,1,0,0,18,20,0,0,15,2,4,3,4,0,6,1,20,15,1,1,0,0,4,1,23,33,0,0,0,0,0,0,7,10,0,0,3,1,0,0,5,9,0,0,4,0,0,1,0,4,2,0
ASV_829,14,36,63,60,62,32,1,0,0,0,66,28,17,1,0,11,9,0,0,2,2,0,0,46,49,2,6,18,15,3,0,5,1,10,4,16,8,1,0,64,62,8,3,5,0,2,0,0,0,16,22,0,0,9,0,0,0,12,12,0,0,3,7,2,0,11,13,0,0
ASV_832,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_833,0,0,0,1234,0,1,0,0,0,0,1,0,0,0,1,1,1,435,3,3,0,3,3,1856,1666,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
ASV_836,1,0,2,0,2,12,0,0,5,12,38,21,0,1,1,0,0,5,6,2,5,15,47,0,1,11,45,3,1,0,0,0,4,0,0,94,16,0,0,0,0,0,1,0,0,9,1,0,1,34,28,0,0,7,0,0,0,186,69,0,0,3,0,0,0,29,20,0,0
ASV_837,21,16,0,0,249,240,0,0,11,19,0,0,1,1,0,4,1,0,0,20,24,0,1,2,1,0,0,130,160,2,0,96,78,0,0,144,115,1,0,0,2,0,0,0,0,209,121,0,0,127,125,0,0,280,113,0,0,70,121,0,0,278,288,1,0,223,134,1,0
ASV_839,13,41,0,0,2,2,0,0,2,8,28,17,4,2,0,5,0,0,0,8,18,0,0,5,6,4,3,3,4,0,0,2,6,1,5,21,10,0,7,85,83,6,1,0,0,5,5,0,0,4,1,0,0,0,2,0,0,6,0,0,0,2,4,0,0,1,3,0,0
ASV_841,5,5,17,19,68,70,1,0,0,1,0,0,10,14,1,12,9,0,0,1,7,3,2,20,28,1,6,72,80,4,0,108,79,3,8,72,73,7,2,140,143,7,3,3,0,132,76,0,0,144,100,5,2,76,23,0,3,124,172,4,0,212,180,0,0,106,99,2,4
ASV_842,0,1,0,4,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,1,4,36,0,0,24,26,0,0,4,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,2,0,0,0,0,0,0,0,7,10,0,0
ASV_843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV_844,6,7,21,4,27,16,11,20,0,0,4,2,2,3,4,3,4,16,10,3,4,1,5,1,3,37,36,20,22,22,42,14,3,28,19,19,28,73,77,21,15,22,22,109,79,6,4,9,13,24,47,94,53,14,4,84,119,33,56,115,202,8,17,52,70,19,39,57,29
ASV_845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,21,0,0,0,0,36,50,56,0,0,5,92,0,0,0,59,0,0,0,22,0,0,0,0,0,0,50,0
ASV_846,0,0,0,0,2,0,1,0,0,1,0,0,2,0,8,0,3,4,13,1,0,34,79,7,4,49,37,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,2,283,158,1,0,326,579,2,0,39,20,0,0,52,70,2,33,323,177
ASV_847,32,53,0,0,76,51,0,0,13,23,0,1,45,23,0,46,39,0,0,13,20,0,0,0,4,0,0,30,47,0,0,32,40,1,0,54,51,0,0,5,0,0,0,0,0,27,16,0,0,21,23,3,0,58,8,0,0,16,39,0,0,801,698,10,16,2,9,1,0
ASV_848,0,0,0,0,2,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,9,7,1,0,2,2,6,4,21,18,0,0,1,0,0,0,3,0,0,0,0,0,2,2,11,7,0,0,0,0,1,1,1,5,1,0
ASV_849,11,10,33,22,12,13,0,3,20,12,7,0,15,18,0,13,12,1,0,44,25,0,1,10,6,5,2,12,13,0,0,16,9,1,0,44,74,1,0,6,7,0,0,2,3,41,20,0,0,17,33,4,0,12,1,2,2,20,31,0,0,9,10,6,5,22,11,3,2
ASV_850,0,0,69,59,0,3,0,1,0,0,0,0,0,0,12,0,0,0,1,0,0,5,3,0,2,21,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_851,7,7,0,0,3,0,0,0,8,8,0,0,0,1,0,3,2,0,0,7,4,0,0,0,0,0,0,11,20,0,0,13,7,0,0,36,42,0,0,0,0,0,0,2,0,22,8,0,0,33,16,0,0,28,15,0,0,10,14,0,0,76,49,0,0,14,12,0,0
ASV_853,0,0,9,14,0,0,0,0,0,2,0,0,0,0,21,0,0,16,23,0,0,4,4,0,0,10,6,0,1,4,8,0,0,5,1,0,0,0,0,0,1,0,0,19,14,0,0,0,0,0,0,26,11,0,0,3,5,0,0,1,0,0,0,3,7,0,0,9,14
ASV_854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,41,0,71,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13
ASV_855,6,7,59,88,12,0,0,2,4,0,0,0,22,2,0,7,7,0,1,20,6,0,0,2,1,1,1,13,12,11,1,14,14,6,3,27,41,0,0,2,0,12,15,3,0,36,3,0,1,17,7,4,0,20,5,0,1,9,7,1,0,26,18,0,5,6,10,11,3
ASV_856,16,33,0,0,36,19,1,0,30,33,0,0,14,16,0,19,14,0,0,24,24,0,2,10,23,0,0,40,37,0,0,44,28,0,0,41,51,0,0,22,22,0,0,0,0,76,32,0,0,78,64,2,0,52,16,0,0,58,78,0,1,54,40,0,0,69,60,0,2
ASV_857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,115,17,0,0,0,0,0,0,26,42,0,0,0,0,0,0
ASV_859,2,0,0,8,1,1,0,0,13,11,0,0,6,0,0,4,17,3,9,343,108,0,17,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,44,2,0,0,3,0,0,0,31,3,0,0,0,0,0,0
ASV_860,4,1,7,4,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,2,2,0,2,5,2,0,0,0,0,0,1,0,5,2,2,0,0,1,2,0,0,3,0,0,0,0,0,2,3,3,5,0,0,1,7,0,0,0,3,4,3,2,1,0,12,10,11
ASV_861,1,0,0,0,2,0,3,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,2,4,0,4,19,37,0,0,0,1,0,1,261,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
ASV_862,0,0,12,18,6,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_864,3,2,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,49,9,0,0,254,135,0,0,21,31,12,15,295,341,17,10,0,3,0,1,0,3,25,15,0,0,17,16,5,8,1,2,0,0,32,81,0,4,49,23
ASV_865,7,7,0,0,6,8,1,0,18,21,17,10,79,76,2,30,33,7,5,3,12,11,12,63,82,15,9,11,0,0,6,13,4,0,0,13,12,2,0,2,0,0,0,0,0,6,0,0,0,14,5,0,0,0,4,0,3,9,4,0,0,3,10,1,2,1,1,2,0
ASV_869,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,6,0,0,14,32,590,544,46,46,213,167,517,436,1827,722,2,0,31,24,2,5,39,47,4,7,3,10,0,3,35,45,2,0,12,16,78,130,33,100,23,9
ASV_870,14,16,59,37,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,1,0,0,4,1,4,0,0,0,11,0,0,0,0,1,0,0,0,0,15,15,0,0,8,3,0,0,16,3,0,0,0,0,7,16,3,8,1,0
ASV_871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2201,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ASV_872,0,0,55,34,0,0,0,0,0,0,13,7,0,0,2,0,0,0,0,1,0,10,21,1,0,5,0,2,2,0,0,1,0,4,0,0,0,0,0,4,5,2,0,0,0,1,0,0,1,3,1,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
ASV_873,6,0,0,3,3,10,0,0,3,9,6,0,7,5,1,5,5,0,0,10,8,0,0,0,4,0,0,8,10,0,0,8,15,0,0,7,9,0,0,13,0,0,0,0,0,11,7,1,0,4,11,0,0,26,23,0,0,8,7,0,0,30,9,0,0,12,11,0,0
ASV_875,1,0,121,95,0,0,0,0,0,0,12,5,0,0,14,0,0,0,1,2,0,58,82,0,1,70,44,0,0,0,0,0,3,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0
ASV_877,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,5,27,0,30,0,0,0,0,0,0,0,10,23,0,0,0,4
ASV_878,1,4,1,0,0,1,0,4,0,0,0,0,1,0,13,0,0,7,23,0,0,3,7,1,0,15,32,0,0,8,4,0,0,5,10,0,1,0,1,1,0,3,5,3,0,0,0,0,0,0,1,0,1,0,0,2,9,0,1,5,2,0,0,11,18,3,12,5,6
ASV_879,0,1,98,52,0,2,0,0,0,0,43,48,0,0,7,0,0,0,1,0,1,25,54,0,0,3,11,0,1,0,0,0,0,11,1,2,2,0,1,5,4,40,22,0,0,3,0,1,0,8,11,4,1,0,2,0,0,11,20,0,0,2,0,6,1,2,4,1,0
ASV_880,1,8,0,0,160,111,0,0,0,7,0,0,21,7,0,20,13,0,0,6,4,0,0,4,9,0,0,119,119,0,0,51,15,0,0,26,32,0,0,4,6,0,0,0,0,51,27,0,0,72,50,0,0,43,7,0,0,40,61,0,0,31,51,0,0,60,45,0,0
ASV_881,7,4,0,0,11,5,0,0,0,8,0,0,0,2,0,7,5,0,0,3,8,0,0,0,0,0,0,11,2,0,0,6,0,0,0,8,2,0,0,3,8,0,0,0,0,10,7,0,0,6,5,0,0,0,4,0,0,13,19,0,0,1,7,0,0,3,2,0,0
ASV_882,2,1,1,0,0,1,0,0,0,1,0,0,9,5,0,119,121,0,0,33,23,0,0,239,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_883,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,20,3,616,1108,7,22,108,119,56,1,2,0,25,30,15,5,1282,901,13,2,0,2,7,23,27,0,7,10,12,32,42,35,18,2,0,35,43,107,8,9,17,32
ASV_884,0,2,0,0,7,5,0,0,3,0,14,8,4,6,1,4,2,2,0,7,8,3,7,7,3,1,0,16,10,0,0,6,8,0,0,32,31,0,0,4,2,0,0,0,0,60,27,0,0,13,10,0,0,5,4,2,0,10,25,0,0,8,9,3,0,19,25,0,5
ASV_885,1,4,0,0,56,67,0,0,0,6,0,0,13,13,0,13,18,0,0,6,8,0,0,0,0,0,0,66,81,0,0,60,40,0,0,52,44,0,0,5,0,0,0,0,0,138,57,0,0,36,49,0,1,197,64,0,0,32,26,0,1,146,153,0,0,40,35,0,0
ASV_886,44,54,8,0,0,0,4,6,0,9,1,0,0,3,111,0,4,691,232,0,3,27,52,0,4,36,72,21,18,288,366,64,71,21,3,39,35,2,4,3,2,3,14,934,706,18,1,6,22,0,5,38,3,29,16,17,15,39,16,3,39,63,5,57,72,8,0,17,10
ASV_887,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
ASV_888,3,17,0,0,20,21,0,0,0,21,0,0,10,13,0,9,23,0,0,8,24,0,0,0,0,0,0,124,169,1,0,138,65,0,0,30,117,0,0,0,0,0,0,0,0,63,45,0,0,12,22,0,0,82,53,0,0,5,27,1,0,69,113,1,0,8,28,0,0
ASV_889,0,0,0,0,0,0,0,3,3,0,5,3,1,5,503,0,0,70,176,2,0,7,18,25,32,28,48,2,1,57,15,4,3,9,4,5,0,0,1,5,0,8,14,2,1,3,0,0,0,1,3,0,0,5,3,0,0,1,1,0,1,6,10,3,0,1,1,0,0
ASV_890,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,17,21,0,0,59,48,0,1,6,0,0,0,0,0,129,49,0,0,24,34,0,0,30,18,0,0,11,18,0,0,15,12,0,0,32,26,0,0
ASV_891,6,2,0,0,0,0,0,0,14,23,0,0,0,0,0,4,8,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_892,7,8,0,0,5,23,0,0,4,39,0,0,41,1,0,12,18,0,0,47,44,0,0,0,0,0,0,97,36,0,0,57,38,0,0,66,64,0,0,2,0,0,0,0,0,85,13,0,0,28,16,0,0,165,35,0,0,25,15,0,0,217,179,0,0,45,19,0,0
ASV_893,0,0,466,611,0,0,0,0,0,0,34,39,0,0,8,0,0,3,0,0,0,10,22,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_896,13,12,0,0,12,10,0,0,31,36,0,0,9,0,0,11,10,0,0,30,46,0,0,4,1,0,0,14,22,0,0,24,33,0,0,30,46,1,0,4,8,4,0,0,0,62,15,0,0,24,34,6,0,43,19,8,3,35,30,1,2,30,11,11,5,19,16,2,6
ASV_897,0,2,4,5,0,0,0,0,3,1,0,0,6,3,0,3,7,0,0,6,5,0,0,0,0,2,0,12,19,0,0,22,29,0,0,47,56,0,0,0,0,0,1,0,0,71,28,0,0,28,14,0,1,18,14,0,0,7,11,0,0,26,38,0,0,14,8,0,0
ASV_898,0,0,0,1,0,0,0,0,0,0,752,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_899,3,2,258,331,0,0,8,2,0,0,4,6,1,2,85,5,6,151,201,2,3,127,266,3,0,143,272,0,0,9,17,0,0,1,4,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0
ASV_900,0,10,0,0,1,0,0,0,4,19,0,0,2,5,0,0,10,0,0,2,2,0,0,0,0,0,0,1,7,0,0,9,6,0,0,10,17,0,0,0,0,0,0,0,0,4,1,0,0,2,16,0,0,23,13,0,0,8,18,0,0,33,38,0,0,0,5,0,0
ASV_901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_902,6,9,2,0,39,35,0,0,2,1,8,4,5,1,0,2,4,0,0,2,0,0,2,11,14,2,2,36,44,1,0,7,7,3,4,38,17,0,3,148,133,8,5,0,0,59,7,0,0,45,58,0,1,9,7,1,0,39,55,1,0,9,5,1,6,113,109,0,0
ASV_903,2,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,72,66,0,0,8,0,0,11,103,143,200,63,0,0,77,203,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,1
ASV_904,0,0,37,24,4,11,0,0,0,0,10,8,1,0,0,0,0,0,0,0,0,1,1,3,3,0,0,17,6,0,0,2,9,2,1,12,6,0,3,27,31,1,2,0,0,8,7,0,0,20,12,0,0,30,5,0,0,9,24,0,0,7,9,5,0,18,22,0,0
ASV_905,0,0,5,7,14,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,35,52,5,7,16,20,0,1,13,11,7,7,19,17,0,0,15,16,0,0,1,1,78,49,0,0,56,102,0,0,34,25,0,2,41,49,0,0,16,19,2,2,128,112,2,0
ASV_907,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,21,28,1,2,4,5,3,5,0,1,10,27,0,0,49,12,0,0,209,242,0,0,58,55,0,0,2,13,4,3,56,20
ASV_910,0,0,0,1,0,7,15,10,0,0,0,0,2,0,28,0,0,32,105,0,2,3,5,1,3,51,94,2,0,29,32,0,3,45,26,5,24,12,7,17,4,12,23,132,83,9,0,2,4,12,9,39,8,0,2,12,41,3,6,9,2,0,0,60,123,12,19,73,49
ASV_913,3,66,0,0,0,0,9,41,0,0,11,9,0,0,58,0,2,143,64,2,0,52,132,10,27,54,51,0,0,105,120,0,0,36,11,0,0,2,0,0,2,2,11,146,51,0,0,32,44,2,2,17,25,0,0,44,39,0,0,101,46,0,1,95,11,0,13,83,72
ASV_915,2,9,0,7,1,2,0,0,0,0,167,81,1,0,0,0,0,0,1,4,7,5,29,0,0,0,3,24,23,0,0,10,13,0,0,41,33,0,0,0,3,0,0,0,0,38,16,0,0,21,11,0,0,3,8,0,0,28,5,0,1,20,43,0,0,12,6,0,0
ASV_917,13,25,0,0,22,37,0,0,71,60,0,0,39,12,0,15,26,0,0,52,92,0,0,0,0,1,0,62,85,0,0,67,74,0,0,84,87,0,0,2,0,0,0,0,0,67,14,0,0,64,62,0,0,76,44,0,0,44,51,0,0,74,77,0,0,50,19,0,0
ASV_919,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV_920,0,0,0,6,43,27,0,0,0,2,0,0,4,2,0,0,1,0,0,0,0,0,0,49,51,8,8,0,0,0,0,0,2,12,1,4,0,0,1,6,0,23,14,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9,3,0
ASV_921,31,3,0,0,40,27,0,0,10,21,0,0,43,0,0,16,0,0,0,0,44,0,0,0,0,0,0,8,10,0,0,43,0,0,0,0,78,0,0,0,0,0,0,0,0,15,6,0,0,20,0,0,0,11,100,0,0,21,75,0,0,135,71,0,0,2,31,0,0
ASV_925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,35,50,0,0,0,0,0,0,25,0,0,1,74,21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,0,0,32,0,0,0,0,0,0
ASV_926,0,0,24,22,2,0,7,0,0,0,11,10,0,0,13,0,0,0,0,0,0,3,28,2,0,4,3,1,1,0,0,0,0,18,30,8,2,9,15,7,6,92,51,0,0,1,3,0,0,11,3,1,3,0,0,0,1,7,15,0,0,0,0,6,9,3,11,3,0
ASV_928,0,0,0,0,2,4,0,2,0,0,0,0,0,1,4,0,0,1,3,18,22,1,0,5,15,14,3,13,14,12,1,5,2,10,2,39,12,0,0,9,10,0,2,0,0,34,24,0,0,35,23,6,4,93,8,34,8,42,16,32,20,26,16,26,59,43,43,14,10
ASV_929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,9,8,0,3,0,0,9,2,3,9,0,0,0,0,0,2,1,10,0,0,0,0,0,0,4,0,2,0,0,0,2,26,6,5,5,7
ASV_931,0,2,0,0,0,0,4,16,0,0,0,0,0,0,9,0,1,0,8,0,1,2,1,9,18,16,1,0,0,25,49,0,1,129,91,0,0,2,17,0,0,29,19,47,36,0,0,53,48,0,0,72,45,1,0,118,76,0,0,105,76,0,1,309,205,0,2,670,485
ASV_932,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,0,0,0,1,0,0,0,2,0,2,7,2,0,0,21,29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
ASV_933,0,0,9,5,1,0,1,0,0,0,21,18,0,0,4,0,0,0,3,0,0,0,9,0,0,2,7,4,4,4,0,3,1,8,6,1,3,0,0,7,8,18,12,3,0,1,0,0,0,3,3,0,0,2,0,1,0,1,7,0,0,0,0,1,1,2,11,1,1
ASV_936,19,29,6,0,80,12,0,0,19,33,0,0,26,20,0,16,59,0,0,88,167,0,0,0,0,0,0,25,107,2,0,150,133,0,0,42,45,0,0,7,0,0,0,0,0,22,41,0,0,68,21,27,0,105,29,0,0,138,75,0,0,92,151,0,24,0,17,0,11
ASV_938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,7,0,27,0,9,1,0,0,0,1,0,0,28,6,0,0,0,0,0,0,0,0,0,0
ASV_940,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,4,129,59,1,2,561,430,1,0,4,16,30,19,1,1,59,46,0,1,0,7,18,0,1046,414,8,0,258,346,72,56,217,353,0,0,1192,3642,18,364,1421,821
ASV_941,80,73,0,0,17,32,0,1,42,42,0,0,31,20,0,12,14,1,0,2,4,0,0,5,24,0,0,42,58,0,0,30,39,0,0,43,44,0,0,1,3,0,0,0,0,33,19,0,0,20,33,0,0,123,80,0,0,30,33,0,0,68,98,0,0,21,13,1,0
