,CN18Sc09_2_eDNA_Z,CN18Sc10_2_eDNA_Z,CN18Sc14_2_eDNA_Z,CN18Sc14_8_eDNA_Z,CN18Sc15_2_eDNA_Z,CN18Sc15_8_eDNA_Z,CN18Sc18_2_eDNA_Z,CN18Sc18_8_eDNA_Z,CN18Sc27_2_eDNA_Z,CN18Sc27_8_eDNA_Z,CN18SESPkoa_SC49_Z,CN18SESPkoa_SC47_Z,CN18SESPkoa_SC45_Z,CN18SESPkoa_SC44_Z,CN18SESPkoa_SC42_Z,CN18SESPkoa_SC41_Z,CN18SESPkoa_SC40_Z,CN18SESPkoa_SC39_Z,CN18SESPkoa_SC37_Z,CN18SESPkoa_SC36_Z,CN18Fc12_8_eDNA_HH,CN18Fc30_4_eDNA_HH,CN18Fc43_5_eDNA_HH,CN18Fc19_5_eDNA_HH,CN18Fc32_4_eDNA_HH,CN18Fc44_8_eDNA_HH,CN18Fc21_6_eDNA_HH,CN18Fc33_5_eDNA_HH,CN18Fc46_8_eDNA_HH,CN18Fc22_6_eDNA_HH,CN18Fc47_6_eDNA_HH,CN18Fc24_6_eDNA_HH,CN18Fc36_6_eDNA_HH,CN18Fc49_6_eDNA_HH,CN18Fc25_5_eDNA_HH,CN18Fc38_5_eDNA_HH,CN18Fc51_5_eDNA_HH,CN18Fc27_4_eDNA_HH,CN18Fc40_6_eDNA_HH,CN18Fc29_6_eDNA_HH,CN18Fc41_6_eDNA_HH,CN18Sc09_2_eDNA_AA,CN18Sc10_2_eDNA_AA,CN18Sc14_2_eDNA_AA,CN18Sc14_8_eDNA_AA,CN18Sc15_2_eDNA_AA,CN18Sc15_8_eDNA_AA,CN18Sc18_2_eDNA_AA,CN18Sc18_8_eDNA_AA,CN18Sc27_2_eDNA_AA,CN18Sc27_8_eDNA_AA,CN18SESPkoa_SC49_AA,CN18SESPkoa_SC47_AA,CN18SESPkoa_SC45_AA,CN18SESPkoa_SC44_AA,CN18SESPkoa_SC42_AA,CN18SESPkoa_SC41_AA,CN18SESPkoa_SC40_AA,CN18SESPkoa_SC39_AA,CN18SESPkoa_SC37_AA,CN18SESPkoa_SC36_AA,CN18FESPkoa_SC58_CC,CN18FESPkoa_SC57_CC,CN18FESPkoa_SC56_CC,CN18FESPkoa_SC55_CC,CN18FESPkoa_SC53_CC,CN18FESPkoa_SC52_CC,CN18FESPkoa_SC49_CC,CN18FESPkoa_SC47_CC,CN18FESPkoa_SC46_CC,CN18FESPkoa_SC44_CC,CN18FESPkoa_SC43_CC,CN18FESPkoa_SC41_CC,CN18FESPkoa_SC40_CC,CN18FESPkoa_SC37_CC,CN18FESPkoa_SC34_CC,CN18FESPkoa_SC32_CC,CN18FESPkoa_SC31_CC,CN18FESPkoa_SC30_CC,CN18FESPkoa_SC29_CC,CN18FESPkoa_SC26_CC,CN18FESPkoa_SC24_CC
ASV_67,1,1,1,0,1,3,2,1,2,1,2,2,0,3,1,2,1,3,0,7,6,8,1,0,2,2,3,3,29,9,2,4,5,19,4,2,17,10,4,6,3,2,1,0,2,0,3,0,3,0,1,0,0,0,0,0,1,0,1,0,2,10,4,3,1,7,0,4,2,3,2,3,7,3,4,4,2,1,0,8,2,29
ASV_68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
ASV_70,0,0,23,16,0,45,0,8,0,10,0,0,0,198,0,39,0,27,0,130,4,74,133,111,82,8,174,49,24,318,3,102,63,23,74,46,20,48,1,52,60,7,5,18,15,0,32,21,7,5,14,6,0,8,167,0,30,1,19,1,117,219,306,229,136,101,72,3,35,51,52,138,256,67,64,46,10,37,42,42,4,40
ASV_72,0,0,0,0,0,7,0,0,0,2,0,0,1,14,0,7,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,9,0,7,0,0,0,11,2,6,2,2,2,2,1,0,1,3,2,4,10,3,2,2,1,0,2,1,3
ASV_73,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,3,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_74,1,0,3,6,1,121,2,18,2,17,8,7,2,119,5,29,0,128,0,213,6,9,7,1,2,5,3,4,3,5,1,1,11,7,4,2,27,8,2,16,1,1,2,10,6,0,88,1,9,1,13,7,13,0,125,2,35,0,124,1,215,40,38,22,10,31,5,18,12,34,22,53,30,16,17,12,9,20,19,9,3,38
ASV_75,4,4,7,15,3,164,8,35,5,75,0,0,0,2,1,3,0,3,0,9,40,26,22,41,10,27,32,30,14,37,8,21,10,6,21,21,36,40,39,62,36,6,3,7,8,2,134,3,27,1,78,0,0,0,1,0,3,0,0,0,1,2,5,2,1,3,1,3,0,6,1,1,3,0,2,2,2,1,0,0,0,8
ASV_76,1,21,31,12,22,0,9,0,41,0,0,12,9,0,20,0,9,0,4,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,17,0,18,30,11,18,0,10,0,29,0,1,21,11,0,10,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_77,3,0,3,3,0,74,3,7,0,20,2,4,2,172,3,38,0,78,0,129,4,0,9,8,3,3,8,9,1,7,2,22,7,7,9,0,14,27,9,9,4,0,1,1,3,1,62,1,12,0,10,1,2,1,140,4,34,0,46,0,105,18,11,9,9,16,4,23,9,14,16,32,15,2,15,7,2,18,8,0,5,10
ASV_78,0,0,0,0,0,26,0,2,0,5,1,4,0,11,0,1,0,7,0,30,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,22,0,2,0,2,2,1,0,14,0,0,0,13,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
ASV_79,18,28,68,11,9,0,18,0,107,0,37,33,21,0,8,0,28,0,14,0,0,5,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,1,0,0,0,16,22,74,9,8,0,14,0,93,1,15,35,17,0,7,0,34,0,18,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
ASV_80,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_81,4,4,5,19,3,25,10,36,5,13,1,2,2,50,3,22,2,119,0,285,10,6,12,9,1,19,11,9,50,15,27,8,17,107,3,33,148,10,24,5,9,8,7,0,14,4,33,6,33,7,7,2,3,1,47,1,11,2,82,2,227,5,6,6,3,19,1,3,6,6,2,12,5,55,62,17,12,28,77,77,18,152
ASV_82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_83,5,4,5,6,2,49,4,6,2,12,2,7,4,27,4,5,5,93,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,10,4,2,47,1,3,2,4,2,2,5,30,1,5,4,70,0,67,0,1,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
ASV_84,0,0,0,5,0,26,0,3,0,2,0,0,0,9,0,8,0,4,0,27,0,3,15,12,2,14,5,25,30,10,2,15,11,108,2,1,338,34,22,33,9,0,0,0,7,0,11,0,2,0,1,0,0,0,10,0,9,0,4,0,12,6,10,9,9,22,5,4,3,17,8,11,19,2,13,8,6,7,12,6,20,226
ASV_85,8,7,13,14,18,117,10,69,5,22,4,6,4,80,10,33,6,79,0,83,5,28,27,10,19,6,15,7,2,19,0,4,4,10,13,22,7,4,4,13,34,9,6,7,7,11,94,5,67,12,7,0,7,3,64,7,33,3,67,0,78,8,19,17,12,22,29,6,2,29,13,18,30,14,21,20,14,17,14,3,0,12
ASV_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,55,32,12,37,25,27,12,69,13,23,23,23,21,39,52,57,59,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,163,138,200,245,120,125,95,212,157,181,198,204,239,198,205,138,75,54,19,172
ASV_87,0,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,5,30,4,3
ASV_88,3,2,3,17,2,51,5,28,4,25,2,5,5,27,6,11,3,41,3,83,52,19,29,30,6,34,17,25,16,40,13,39,24,17,25,17,21,50,53,37,79,2,1,6,10,6,36,3,21,2,23,4,8,2,24,7,7,3,31,1,60,90,90,61,91,105,56,55,57,114,87,103,124,151,106,137,108,61,51,38,17,40
ASV_89,0,1,0,0,0,0,0,0,0,0,0,0,0,112,0,42,0,18,0,1,0,0,1,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,38,0,12,0,0,0,1,0,0,0,0,0,0,59,0,1,144,0,0,0,0,0,0,0,11,0
ASV_90,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,12,2,0,0,0,0,0,0,0,1,1,0,3,990,0,107,0,104,645,0,14,342,1,29,1,9,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,9,4,0,0,0,2,3,0,1,17,6,2,0,8,1,278,569,1353,727,48,27,50,2517,3235,1060,2584
ASV_91,995,640,599,303,601,0,887,0,523,0,347,629,477,1,560,0,501,0,127,1,23,66,17,8,99,6,61,13,0,41,0,15,36,8,86,17,3,1,8,12,57,629,381,308,228,417,0,532,1,369,0,236,402,314,0,325,0,287,0,86,1,14,52,22,21,12,31,12,15,28,15,31,24,9,24,14,7,9,3,4,1,22
ASV_92,62,84,36,28,54,47,135,24,141,27,91,33,73,14,12,13,77,30,13,70,10,140,11,36,1,12,20,489,6,13,37,102,31,10,56,1,23,168,120,16,347,41,81,35,21,51,30,118,19,154,15,71,31,49,9,12,15,79,24,13,62,17,8,30,29,19,13,848,47,492,84,70,189,454,43,15,8,610,1,19,1,20
ASV_93,4,3,5,11,5,204,10,11,3,53,7,5,1,154,8,117,5,16,0,61,19,24,40,19,6,44,24,16,41,73,19,25,22,107,15,26,349,63,85,39,62,4,5,4,6,3,169,3,14,3,35,6,3,3,132,0,77,4,18,0,38,75,105,80,90,141,62,49,61,145,104,129,140,77,161,102,94,101,57,66,38,555
ASV_94,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_96,0,0,2,7,1,36,1,13,0,10,0,0,0,82,1,12,0,69,0,96,39,18,24,14,5,32,38,24,46,65,5,33,36,70,14,35,139,57,66,45,73,0,0,2,5,1,33,3,15,1,8,0,0,1,61,0,15,0,63,0,97,25,24,13,11,40,15,27,12,19,16,26,32,26,65,29,23,46,37,37,15,112
ASV_98,27,40,4,1,1,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,24,2,0,0,0,6,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,2,0,1,1,0,0,4,1,1,1,0
ASV_99,3,0,9,7,3,325,24,30,2,150,1,5,1,77,10,67,0,25,0,47,100,33,56,45,28,52,62,47,38,53,15,42,27,45,37,31,153,49,101,24,80,0,1,5,6,5,258,14,23,4,103,1,0,1,48,6,44,0,18,0,31,43,36,22,61,53,73,38,34,69,55,59,67,73,93,69,89,31,24,26,25,158
ASV_100,0,0,0,0,0,90,0,0,0,0,0,0,0,24,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,96,0,0,1,2,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,9,0,34,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,33,0,22
ASV_101,0,0,2,1,0,34,3,4,0,5,0,1,6,29,1,4,0,83,0,106,0,0,12,0,1,7,0,5,8,2,7,6,4,2,2,4,9,35,47,2,11,1,1,2,1,0,21,0,6,0,2,0,2,2,18,1,4,0,81,0,80,3,3,2,1,30,4,6,6,31,14,74,19,4,26,7,8,13,13,7,1,19
ASV_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_103,5,6,5,18,2,963,3,26,6,171,6,10,5,779,8,389,7,96,0,228,28,114,119,61,68,83,86,63,41,136,22,45,51,56,108,76,195,59,106,73,140,6,1,4,16,0,845,2,20,9,137,7,7,3,660,7,326,5,54,1,211,382,428,342,454,355,303,206,179,448,342,357,406,352,447,370,302,218,149,106,83,807
ASV_104,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,2,6,1,3,16,6,2,5,24,116,12,20,17,20,289,20,17,241,32,63,11,46,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,1,604,88,62,38,212,134,88,104,88,71,91,93,184,171,145,102,42,754,962,685,1105
ASV_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,152,0,77,50,23,213,1,14,344,119,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,490,781,511,21,44,112,574,964,2710,1290,121,123,459,3347,2938,1663,2430
ASV_106,0,0,0,0,0,1,0,2,1,0,0,0,0,11,0,5,0,2,0,6,1,0,0,4,0,0,1,1,9,3,1,1,0,0,1,0,8,7,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,6,0,2,0,3,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,1,4,0,4
ASV_107,472,335,349,477,363,0,300,0,101,1,139,227,147,0,320,0,143,0,44,10,13,26,13,3,48,10,33,18,0,7,0,10,12,1,10,9,10,0,3,15,8,261,239,189,300,218,0,191,0,66,2,106,147,85,0,201,0,91,0,22,3,0,1,4,3,10,13,7,2,12,4,13,8,10,9,3,6,9,6,1,1,8
ASV_108,279,222,301,100,212,17,175,5,280,6,126,206,129,5,152,2,157,4,29,25,41,34,23,27,17,14,23,18,1,30,3,18,16,11,19,14,17,29,25,29,12,237,183,247,83,185,19,122,7,213,4,103,172,89,6,142,1,120,5,38,14,16,16,27,16,18,17,14,12,25,15,16,17,21,25,10,17,23,6,5,11,14
ASV_109,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,44,0,0,0,0,0,0,0,0,71,0,0,0,0,67,0,258,80,0,0,0,0,49,168,0,0
ASV_110,48,24,21,30,37,126,35,61,13,15,10,28,16,141,20,64,12,80,4,218,90,58,49,55,12,60,90,55,13,57,9,62,32,22,40,27,106,98,62,96,82,25,13,22,15,31,80,19,39,15,10,4,13,10,79,17,56,10,65,1,172,60,42,46,42,75,34,33,32,47,41,54,65,43,38,44,27,35,21,15,3,68
ASV_111,2,1,0,0,3,3,2,0,0,0,0,1,0,1,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,2,5,0,1,0,0,0,1,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
ASV_112,11,7,17,92,7,28,51,28,5,52,8,1,3,54,53,22,1,13,0,172,30,37,13,8,6,27,18,14,5,10,5,15,13,20,24,6,30,14,34,40,51,17,6,13,99,3,30,59,24,4,32,5,4,4,60,38,13,6,13,2,121,76,28,38,30,59,34,43,21,44,31,80,80,22,38,76,48,57,18,15,10,44
ASV_113,55,36,36,71,49,64,56,29,39,17,22,41,19,71,27,50,14,68,10,119,103,91,101,110,43,81,90,64,55,123,13,83,77,70,66,72,121,121,92,177,95,45,27,30,56,32,86,63,30,23,16,26,42,18,64,25,46,15,42,3,114,119,151,64,91,111,67,55,39,106,49,68,86,69,78,81,46,97,45,46,19,87
ASV_114,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,1,1,0,11,0,0,2053,1,0,0,0,0,0,2,170,2,0,0,1883,278,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,188,1,2,0,0,0,182,0,17,0,0,0,0,0,0,88
ASV_115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0
ASV_116,13,5,8,6,13,13,5,4,4,11,5,7,4,9,3,0,5,3,2,16,56,96,114,83,59,81,96,73,28,135,16,95,110,50,106,74,68,109,172,87,151,8,2,6,6,2,9,6,3,6,6,5,5,2,2,6,2,3,8,0,12,309,319,290,374,366,173,181,177,473,250,350,354,265,343,302,309,166,91,95,27,103
ASV_117,3,2,6,8,3,172,7,7,2,8,18,13,16,78,3,21,2,201,2,261,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,138,1,8,5,7,16,11,8,54,6,13,5,176,1,215,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ASV_118,1,2,0,2,1,13,0,0,0,1,6,2,0,1,3,2,4,17,0,24,19,11,34,26,5,30,17,19,32,17,6,41,14,137,7,24,457,123,122,42,29,1,0,0,1,0,7,0,2,0,0,5,6,1,4,1,0,3,12,0,12,18,11,11,6,57,10,29,19,24,21,141,40,27,37,34,22,39,30,19,6,278
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,8,0,0,0,0,1
ASV_121,0,0,2,0,0,505,0,6,0,198,0,3,9,164,18,37,45,38,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,414,0,7,1,145,0,3,5,125,11,29,29,15,1,53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,4,3,3
ASV_122,5,7,15,16,2,260,5,17,7,33,9,10,14,587,7,210,8,379,5,522,5,5,3,2,4,0,4,6,5,4,0,2,3,5,8,2,19,26,20,24,11,4,5,13,5,7,257,6,16,3,22,1,9,18,437,10,166,3,298,1,423,13,7,25,9,42,14,32,16,45,19,43,62,11,33,30,16,11,9,9,3,14
ASV_123,18,6,12,53,2,434,14,18,26,63,13,12,10,236,16,68,0,149,4,422,1,8,11,0,5,7,8,7,1,15,1,9,8,6,20,18,21,18,22,5,17,21,10,12,54,1,365,12,23,22,68,16,21,4,199,21,44,0,136,4,311,33,22,33,33,16,38,20,4,12,16,66,35,25,28,52,25,21,10,17,6,27
ASV_124,20,9,11,69,5,3,26,12,7,1,2,2,7,7,13,3,4,5,0,11,2,6,0,2,2,2,12,2,4,24,0,8,9,7,1,3,14,29,0,17,0,11,8,6,59,15,1,22,9,4,2,2,2,4,0,27,1,1,0,1,12,1,2,1,0,5,3,6,3,1,0,2,1,0,7,0,2,0,5,3,2,11
ASV_125,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,4,26,10,0,0
ASV_126,3,1,1,1,0,73,5,4,0,8,0,0,0,47,2,13,1,4,1,20,0,1,1,2,0,0,0,0,0,1,0,2,0,1,0,0,3,3,10,2,3,0,1,1,5,1,73,1,0,0,9,1,3,0,27,1,9,0,3,0,17,1,0,0,2,1,1,1,0,2,0,3,2,0,3,1,1,2,2,1,0,2
ASV_127,0,0,0,0,0,8,0,0,0,0,0,0,22,11,0,5,0,5,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,14,7,0,3,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_128,0,0,0,0,0,5,0,5,0,1,0,0,0,5,0,2,0,7,0,5,1,0,3,3,1,5,1,8,14,9,2,5,1,14,3,3,42,18,18,10,5,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,3,0,0,0,3,3,3,9,2,14,5,4,7,2,6,12,10,4,13,4,8,6,9,10,8,38
ASV_129,0,0,8,2,0,5,6,3,0,4,0,2,3,9,2,0,0,2,0,10,0,11,5,7,2,2,0,5,57,4,11,1,1,49,8,7,38,18,10,6,2,0,0,3,4,0,11,8,7,0,6,0,0,1,4,0,2,0,4,0,6,11,8,4,1,1,1,19,2,0,2,6,18,3,14,2,6,4,56,102,44,43
ASV_130,10,3,17,0,3,78,1,10,7,7,16,20,31,614,11,131,15,1058,3,1339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,6,2,10,2,1,67,3,6,4,10,9,15,23,423,2,82,11,669,2,928,10,2,4,2,6,0,13,0,3,2,13,4,4,7,11,1,4,8,1,5,7
ASV_131,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_132,176,115,158,70,142,1,160,1,240,6,113,108,90,3,95,1,128,0,47,6,43,31,30,28,18,24,36,24,7,49,3,17,21,4,21,20,16,21,35,20,44,148,125,117,40,94,1,123,3,177,4,90,112,63,3,86,0,98,0,32,8,126,100,91,158,150,97,71,58,134,98,125,139,93,134,94,99,67,33,36,15,49
ASV_133,5,1,3,1,2,367,2,13,0,19,1,2,3,518,4,230,10,130,1,126,1,1,1,0,2,2,0,0,0,1,0,2,0,0,3,2,0,0,0,0,3,1,2,5,6,2,302,2,6,1,10,2,2,3,473,3,170,1,88,0,138,3,6,5,2,1,1,1,0,4,2,9,3,1,6,3,3,3,2,1,1,3
ASV_134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,153,0,509,0,5547,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139,3,422,0,155,0,0,0,0,32,0,0,0
ASV_137,0,0,0,0,0,1,0,1,0,0,0,0,2,5,0,1,0,2,0,3,19,0,2,7,0,0,1,0,11,4,2,10,8,18,0,13,24,3,2,5,4,0,1,0,0,0,5,1,1,0,1,0,2,0,4,0,0,0,2,0,2,57,5,4,11,29,5,5,3,3,3,3,13,99,83,8,2,2,35,81,9,65
ASV_138,2,1,1,1,8,1,6,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,4,0,3,0,6,2,2,0,0,1,0,0,0,1,0,1,0,5,4,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
ASV_139,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,0,6,0,2,0,2,1,0,2,0,3,1,5,0,0,1,5,0,1,0,1,10,1,3,8,1,3,0,0,3,1,0,1,0,1,0,2,1,2,0,6,1,3,0,1,0,6,2,1,1,29,0,4,0,2,1,5,5,4,1,4,2,3,1,1,1,1
ASV_140,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,60,69,98,88,14,88,75,77,30,141,12,67,57,32,31,49,71,141,156,158,109,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,159,190,100,109,155,57,75,97,164,122,143,140,86,131,93,56,146,50,32,11,49
ASV_141,2,8,9,21,7,9,11,17,8,9,6,4,3,4,5,2,3,8,1,70,85,104,254,312,56,167,184,197,59,277,34,218,104,61,43,162,144,513,345,313,196,1,4,6,9,6,12,4,20,11,10,0,4,4,4,3,3,2,9,0,77,229,170,148,194,255,114,65,106,174,135,131,188,160,220,181,136,166,107,47,20,59
ASV_142,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,9,0,21,0,25,0,0,0,0,0,0,0,0,13,0,10,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,18,0,13,0,27,0,0,0,0,55,0,0,0,0,1,11,40,43,32,0,1,29,12,146,1,68
ASV_143,0,0,0,0,0,19,0,0,0,0,0,0,6,9,1,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_144,0,1,0,2,0,27,4,0,1,1,0,1,1,76,1,67,0,10,0,8,4,1,2,0,0,4,2,5,8,0,0,0,7,5,0,0,18,4,13,1,3,2,0,2,3,0,18,1,0,0,3,1,0,0,60,1,59,0,5,0,7,2,2,0,1,11,0,1,2,4,0,6,4,4,7,2,2,4,0,1,2,8
